companyName,flightNumber, country-of-origin,country-of-destination,stopover,price,time-of-departure,time-of-arrival,date
Insel Air,80,Guam,British Indian Ocean Territory,1,1360,9:09,4:57,28-Oct
Insel Air,124,Nauru,Nicaragua,3,282,13:22,13:52,25-Oct
LATAM Airlines,144,Niger,Nauru,1,1152,2:34,6:46,30-Jan
Copa Airlines,135,Norfolk Island,Anguilla,1,734,6:08,13:24,26-Jul
Air Canada,87,Bermuda,Czech Republic,0,1446,14:31,9:36,5-Jun
Boliviana de Aviacion,115,American Samoa,Niger,1,1054,19:34,17:16,3-May
Aeromexico,59,Nigeria,Cocos Keeling Islands,0,1244,19:42,10:30,29-Aug
Copa Airlines,13,Mauritius,Holy See Vatican City State,1,415,18:23,4:34,1-Aug
Insel Air,2,Holy See Vatican City State,Andorra,0,904,2:14,20:47,23-May
American Airlines,67,Brazil,Hong Kong,3,1832,9:26,12:55,9-Sep
Gol Transportes Aereos,85,Poland,Isle of Man,3,1128,18:39,19:40,19-Jul
Conviasa,4,Greenland,Comoros,0,1990,23:34,20:11,25-Jul
Copa Airlines,32,Guadeloupe,Saint Lucia,2,1061,9:53,6:09,24-Mar
TAME,39,Cayman Islands,Pitcairn,1,679,18:02,2:41,22-Oct
Copa Airlines,111,Saint Lucia,Congo,0,1820,17:20,19:16,2-Feb
Conviasa,77,United States Minor Outlying Islands,Uganda,1,253,9:16,3:24,14-Oct
Aerolineas Argentinas Airlines,33,Central African Republic,Guadeloupe,0,1875,5:46,24:54:00,27-Jan
TAME,80,Hong Kong,Wallis and Futuna,1,1970,0:23,0:33,25-May
Insel Air,105,Honduras,Luxembourg,1,965,12:40,18:24,16-Oct
Copa Airlines,70,American Samoa,Turkmenistan,2,1830,18:13,24:10:00,16-Feb
Aeromexico,103,Gabon,Sweden,0,229,7:03,13:29,14-Dec
Boliviana de Aviacion,12,Macedonia Republic of,Finland,2,1463,11:47,22:21,21-Mar
American Airlines,13,Tunisia,Mozambique,1,1627,10:18,14:53,8-Mar
Insel Air,148,Anguilla,French Southern Territories,3,1698,20:39,16:55,3-Oct
Boliviana de Aviacion,119,Norway,Netherlands,2,1372,7:25,11:24,25-Mar
Azul Brazilian Airlines,51,Bahamas,Vanuatu,0,323,6:09,2:52,12-Apr
Copa Airlines,42,Angola,Andorra,2,1079,13:04,12:51,10-Mar
Aerolineas Argentinas Airlines,78,Antarctica,Kiribati,2,1866,21:23,18:20,8-Jan
Azul Brazilian Airlines,25,Liberia,Vanuatu,2,1209,7:49,0:16,3-Jul
Gol Transportes Aereos,107,Poland,Yemen,1,681,19:34,19:21,24-Nov
Avianca Airlines,37,Moldova Republic of,Turkmenistan,0,1438,20:35,11:36,5-Jun
Alaska Airlines,71,New Zealand,Kenya,3,1312,19:22,23:14,8-Sep
Azul Brazilian Airlines,28,Curacao,Pitcairn,2,1364,13:53,6:07,29-Oct
Insel Air,137,British Indian Ocean Territory,Philippines,0,1290,8:26,18:14,5-Sep
Air Canada,106,Mongolia,TimorLeste,0,1586,2:00,23:17,28-Sep
Boliviana de Aviacion,123,Solomon Islands,Colombia,1,660,6:05,17:37,30-Apr
